TransactionID,DateKey,AccountID,DepartmentID,CostCenterID,Amount,TransactionType,Description
2017,20250413,6006,6,CC-100,8640.38,Expense,Travel & Entertainment - Operations
2018,20250415,6006,7,CC-400,7350.35,Expense,Travel & Entertainment - Customer Support
2019,20250423,6007,1,CC-300,14317.33,Expense,Professional Services - Sales
2020,20250405,6007,10,CC-400,12119.21,Expense,Professional Services - Sales - EMEA
2021,20250416,6007,3,CC-400,12949.77,Expense,Professional Services - Engineering
2022,20250419,6008,10,CC-500,28728.85,Expense,Software & Technology - Sales - EMEA
2023,20250428,6008,8,CC-500,26674.04,Expense,Software & Technology - Research & Development
2024,20250419,6009,9,CC-400,12626.51,Expense,Depreciation - Sales - APAC
2025,20250422,6009,1,CC-500,15686.2,Expense,Depreciation - Sales
2026,20250405,6010,5,CC-100,5841.06,Expense,Insurance - Human Resources
2027,20250426,6010,6,CC-300,8170.37,Expense,Insurance - Operations
2028,20250425,6010,1,CC-100,7897.12,Expense,Insurance - Sales
2029,20250414,6011,6,CC-300,2251.34,Expense,Office Supplies - Operations
2030,20250408,6011,7,CC-200,2257.22,Expense,Office Supplies - Customer Support
2031,20250419,6011,2,CC-300,2145.24,Expense,Office Supplies - Marketing
2032,20250428,6011,4,CC-100,2001.54,Expense,Office Supplies - Finance
2033,20250402,6012,2,CC-300,4847.31,Expense,Training & Development - Marketing
2034,20250419,6012,6,CC-400,5906.18,Expense,Training & Development - Operations
2035,20250409,6012,3,CC-400,6035.42,Expense,Training & Development - Engineering
2036,20250419,7001,8,CC-400,46577.93,Expense,Income Tax - Research & Development
2037,20250404,7001,1,CC-500,37288.69,Expense,Income Tax - Sales
2038,20250523,4001,1,CC-100,162973.38,Revenue,Product Sales - Sales
2039,20250516,4001,2,CC-300,157011.67,Revenue,Product Sales - Marketing
2040,20250506,4001,9,CC-300,149298.9,Revenue,Product Sales - Sales - APAC
2041,20250514,4001,10,CC-300,154313.83,Revenue,Product Sales - Sales - EMEA
2042,20250527,4002,1,CC-100,84515.17,Revenue,Service Revenue - Sales
2043,20250510,4002,2,CC-200,102575.41,Revenue,Service Revenue - Marketing
2044,20250519,4002,9,CC-300,86280.51,Revenue,Service Revenue - Sales - APAC
2045,20250520,4002,10,CC-200,90091.85,Revenue,Service Revenue - Sales - EMEA
2046,20250523,4003,1,CC-100,64017.94,Revenue,Subscription Revenue - Sales
2047,20250519,4003,2,CC-100,65831.29,Revenue,Subscription Revenue - Marketing
2048,20250519,4003,9,CC-100,56749.24,Revenue,Subscription Revenue - Sales - APAC
2049,20250514,4003,10,CC-400,65061.52,Revenue,Subscription Revenue - Sales - EMEA
2050,20250521,4004,1,CC-100,36316.03,Revenue,Consulting Revenue - Sales
2051,20250526,4004,2,CC-500,43643.5,Revenue,Consulting Revenue - Marketing
2052,20250511,4004,9,CC-500,37392.11,Revenue,Consulting Revenue - Sales - APAC
2053,20250509,4004,10,CC-400,36200.72,Revenue,Consulting Revenue - Sales - EMEA
2054,20250522,4005,1,CC-400,32673.13,Revenue,License Revenue - Sales
2055,20250501,4005,2,CC-200,33981.44,Revenue,License Revenue - Marketing
2056,20250528,4005,9,CC-500,32700.34,Revenue,License Revenue - Sales - APAC
2057,20250507,4005,10,CC-400,28531.0,Revenue,License Revenue - Sales - EMEA
2058,20250509,4010,1,CC-400,5212.38,Revenue,Interest Income - Sales
2059,20250526,4010,2,CC-500,5624.64,Revenue,Interest Income - Marketing
2060,20250519,4010,9,CC-400,5143.19,Revenue,Interest Income - Sales - APAC
2061,20250517,4010,10,CC-100,5310.55,Revenue,Interest Income - Sales - EMEA
2062,20250524,5001,6,CC-200,92782.53,Expense,Cost of Goods Sold - Operations
2063,20250528,5001,8,CC-300,116005.25,Expense,Cost of Goods Sold - Research & Development
2064,20250509,5002,7,CC-400,40035.7,Expense,Direct Labor - Customer Support
2065,20250509,5002,6,CC-200,42920.4,Expense,Direct Labor - Operations
2066,20250513,5002,2,CC-200,40840.19,Expense,Direct Labor - Marketing
2067,20250526,5003,2,CC-200,23672.69,Expense,Manufacturing Overhead - Marketing
2068,20250516,5003,3,CC-400,30534.07,Expense,Manufacturing Overhead - Engineering
2069,20250501,6001,7,CC-200,82919.37,Expense,Salaries & Wages - Customer Support
2070,20250522,6001,10,CC-300,86722.44,Expense,Salaries & Wages - Sales - EMEA
2071,20250524,6001,1,CC-100,97947.11,Expense,Salaries & Wages - Sales
2072,20250502,6001,2,CC-100,95456.33,Expense,Salaries & Wages - Marketing
2073,20250512,6002,6,CC-400,58490.3,Expense,Employee Benefits - Operations
2074,20250513,6002,5,CC-100,54502.11,Expense,Employee Benefits - Human Resources
2075,20250517,6003,3,CC-100,18047.57,Expense,Rent & Facilities - Engineering
2076,20250525,6003,4,CC-500,17583.83,Expense,Rent & Facilities - Finance
2077,20250516,6003,2,CC-300,19348.27,Expense,Rent & Facilities - Marketing
2078,20250520,6003,5,CC-200,19038.13,Expense,Rent & Facilities - Human Resources
2079,20250526,6004,6,CC-400,8157.12,Expense,Utilities - Operations
2080,20250514,6004,10,CC-200,7915.32,Expense,Utilities - Sales - EMEA
2081,20250515,6005,3,CC-300,39152.78,Expense,Marketing & Advertising - Engineering
2082,20250502,6005,2,CC-500,43350.76,Expense,Marketing & Advertising - Marketing
2083,20250516,6006,9,CC-400,9265.96,Expense,Travel & Entertainment - Sales - APAC
2084,20250526,6006,6,CC-300,10730.95,Expense,Travel & Entertainment - Operations
2085,20250516,6006,2,CC-300,11747.89,Expense,Travel & Entertainment - Marketing
2086,20250502,6007,6,CC-500,12460.58,Expense,Professional Services - Operations
2087,20250523,6007,5,CC-100,11934.19,Expense,Professional Services - Human Resources
2088,20250509,6007,1,CC-200,12253.32,Expense,Professional Services - Sales
2089,20250521,6007,10,CC-300,10721.46,Expense,Professional Services - Sales - EMEA
2090,20250513,6008,6,CC-100,13188.98,Expense,Software & Technology - Operations
2091,20250510,6008,2,CC-300,15808.54,Expense,Software & Technology - Marketing
2092,20250510,6008,4,CC-200,11287.35,Expense,Software & Technology - Finance
2093,20250515,6008,7,CC-200,11936.09,Expense,Software & Technology - Customer Support
2094,20250516,6009,6,CC-400,7567.41,Expense,Depreciation - Operations
2095,20250523,6009,7,CC-300,7225.53,Expense,Depreciation - Customer Support
2096,20250527,6009,1,CC-100,6395.05,Expense,Depreciation - Sales
2097,20250517,6009,3,CC-300,5703.31,Expense,Depreciation - Engineering
2098,20250524,6010,6,CC-500,11241.14,Expense,Insurance - Operations
2099,20250525,6010,7,CC-100,10051.64,Expense,Insurance - Customer Support
2100,20250501,6011,3,CC-200,5358.76,Expense,Office Supplies - Engineering
2101,20250511,6011,8,CC-300,4609.27,Expense,Office Supplies - Research & Development
2102,20250528,6012,2,CC-200,4529.46,Expense,Training & Development - Marketing
2103,20250526,6012,10,CC-400,4669.23,Expense,Training & Development - Sales - EMEA
2104,20250516,6012,3,CC-400,5290.95,Expense,Training & Development - Engineering
2105,20250509,6012,9,CC-200,5172.31,Expense,Training & Development - Sales - APAC
2106,20250503,7001,10,CC-200,43672.65,Expense,Income Tax - Sales - EMEA
2107,20250513,7001,6,CC-200,37666.14,Expense,Income Tax - Operations
2108,20250608,4001,1,CC-500,170902.32,Revenue,Product Sales - Sales
2109,20250618,4001,2,CC-100,131483.34,Revenue,Product Sales - Marketing
2110,20250603,4001,9,CC-200,160339.52,Revenue,Product Sales - Sales - APAC
2111,20250609,4001,10,CC-200,175404.96,Revenue,Product Sales - Sales - EMEA
2112,20250602,4002,1,CC-200,101319.15,Revenue,Service Revenue - Sales
2113,20250620,4002,2,CC-400,92713.17,Revenue,Service Revenue - Marketing
2114,20250612,4002,9,CC-100,88674.92,Revenue,Service Revenue - Sales - APAC
2115,20250604,4002,10,CC-500,86094.07,Revenue,Service Revenue - Sales - EMEA
2116,20250614,4003,1,CC-500,52471.35,Revenue,Subscription Revenue - Sales
2117,20250627,4003,2,CC-400,66462.33,Revenue,Subscription Revenue - Marketing
2118,20250608,4003,9,CC-100,64624.2,Revenue,Subscription Revenue - Sales - APAC
2119,20250628,4003,10,CC-200,65360.45,Revenue,Subscription Revenue - Sales - EMEA
2120,20250610,4004,1,CC-300,44800.27,Revenue,Consulting Revenue - Sales
2121,20250605,4004,2,CC-400,43977.55,Revenue,Consulting Revenue - Marketing
2122,20250620,4004,9,CC-200,40106.13,Revenue,Consulting Revenue - Sales - APAC
2123,20250624,4004,10,CC-300,37455.74,Revenue,Consulting Revenue - Sales - EMEA
2124,20250606,4005,1,CC-400,34142.02,Revenue,License Revenue - Sales
2125,20250601,4005,2,CC-200,31529.09,Revenue,License Revenue - Marketing
2126,20250608,4005,9,CC-300,30378.25,Revenue,License Revenue - Sales - APAC
2127,20250612,4005,10,CC-200,33563.26,Revenue,License Revenue - Sales - EMEA
2128,20250603,4010,1,CC-400,5246.06,Revenue,Interest Income - Sales
2129,20250628,4010,2,CC-200,4366.79,Revenue,Interest Income - Marketing
2130,20250622,4010,9,CC-400,4847.32,Revenue,Interest Income - Sales - APAC
2131,20250623,4010,10,CC-400,4676.82,Revenue,Interest Income - Sales - EMEA
2132,20250602,5001,10,CC-100,60344.05,Expense,Cost of Goods Sold - Sales - EMEA
2133,20250616,5001,5,CC-200,67186.44,Expense,Cost of Goods Sold - Human Resources
2134,20250622,5001,2,CC-500,83756.92,Expense,Cost of Goods Sold - Marketing
2135,20250613,5002,1,CC-300,29864.1,Expense,Direct Labor - Sales
2136,20250618,5002,10,CC-200,30452.39,Expense,Direct Labor - Sales - EMEA
2137,20250609,5002,5,CC-200,23268.82,Expense,Direct Labor - Human Resources
2138,20250611,5002,8,CC-400,24736.48,Expense,Direct Labor - Research & Development
2139,20250605,5003,3,CC-400,19513.84,Expense,Manufacturing Overhead - Engineering
2140,20250602,5003,2,CC-300,16274.92,Expense,Manufacturing Overhead - Marketing
2141,20250628,5003,6,CC-400,21445.32,Expense,Manufacturing Overhead - Operations
2142,20250620,6001,6,CC-300,148622.99,Expense,Salaries & Wages - Operations
2143,20250617,6001,7,CC-300,144874.97,Expense,Salaries & Wages - Customer Support
2144,20250611,6001,5,CC-200,118426.13,Expense,Salaries & Wages - Human Resources
2145,20250608,6002,8,CC-100,22326.98,Expense,Employee Benefits - Research & Development
2146,20250609,6002,3,CC-400,22268.04,Expense,Employee Benefits - Engineering
2147,20250614,6002,10,CC-400,22068.26,Expense,Employee Benefits - Sales - EMEA
2148,20250602,6002,1,CC-400,21583.45,Expense,Employee Benefits - Sales
2149,20250628,6003,6,CC-100,21628.29,Expense,Rent & Facilities - Operations
2150,20250604,6003,9,CC-200,23933.92,Expense,Rent & Facilities - Sales - APAC
2151,20250628,6003,8,CC-200,20676.52,Expense,Rent & Facilities - Research & Development
2152,20250607,6004,3,CC-500,4921.43,Expense,Utilities - Engineering
2153,20250617,6004,10,CC-100,4960.41,Expense,Utilities - Sales - EMEA
2154,20250614,6004,5,CC-200,5312.35,Expense,Utilities - Human Resources
2155,20250601,6005,4,CC-300,48184.35,Expense,Marketing & Advertising - Finance
2156,20250613,6005,8,CC-100,41117.06,Expense,Marketing & Advertising - Research & Development
2157,20250615,6006,10,CC-100,8615.1,Expense,Travel & Entertainment - Sales - EMEA
2158,20250615,6006,2,CC-400,11322.8,Expense,Travel & Entertainment - Marketing
2159,20250620,6006,6,CC-300,10513.43,Expense,Travel & Entertainment - Operations
2160,20250611,6007,1,CC-400,11013.93,Expense,Professional Services - Sales
2161,20250605,6007,6,CC-500,12379.16,Expense,Professional Services - Operations
2162,20250626,6007,10,CC-100,9287.74,Expense,Professional Services - Sales - EMEA
2163,20250626,6007,9,CC-300,11103.3,Expense,Professional Services - Sales - APAC
2164,20250603,6008,2,CC-400,31880.52,Expense,Software & Technology - Marketing
2165,20250608,6008,9,CC-200,25907.67,Expense,Software & Technology - Sales - APAC
2166,20250610,6009,2,CC-400,7613.55,Expense,Depreciation - Marketing
2167,20250604,6009,1,CC-200,9318.03,Expense,Depreciation - Sales
2168,20250624,6009,4,CC-400,8090.88,Expense,Depreciation - Finance
2169,20250617,6010,10,CC-300,7676.7,Expense,Insurance - Sales - EMEA
2170,20250613,6010,3,CC-400,6335.63,Expense,Insurance - Engineering
2171,20250620,6010,6,CC-500,7132.15,Expense,Insurance - Operations
2172,20250621,6011,2,CC-400,3345.75,Expense,Office Supplies - Marketing
2173,20250617,6011,7,CC-100,3105.3,Expense,Office Supplies - Customer Support
2174,20250622,6011,6,CC-400,2997.43,Expense,Office Supplies - Operations
2175,20250603,6012,3,CC-500,9098.2,Expense,Training & Development - Engineering
2176,20250603,6012,8,CC-400,8246.53,Expense,Training & Development - Research & Development
2177,20250627,7001,5,CC-300,27916.86,Expense,Income Tax - Human Resources
2178,20250610,7001,3,CC-400,23386.0,Expense,Income Tax - Engineering
2179,20250603,7001,9,CC-500,26712.77,Expense,Income Tax - Sales - APAC
2180,20250704,4001,1,CC-500,161267.94,Revenue,Product Sales - Sales
2181,20250704,4001,2,CC-400,143782.99,Revenue,Product Sales - Marketing
2182,20250727,4001,9,CC-500,141805.32,Revenue,Product Sales - Sales - APAC
2183,20250719,4001,10,CC-300,132720.97,Revenue,Product Sales - Sales - EMEA
2184,20250701,4002,1,CC-500,77990.66,Revenue,Service Revenue - Sales
2185,20250706,4002,2,CC-400,78851.23,Revenue,Service Revenue - Marketing
2186,20250702,4002,9,CC-400,96836.38,Revenue,Service Revenue - Sales - APAC
2187,20250711,4002,10,CC-300,78031.36,Revenue,Service Revenue - Sales - EMEA
2188,20250725,4003,1,CC-400,58829.9,Revenue,Subscription Revenue - Sales
2189,20250726,4003,2,CC-500,60258.3,Revenue,Subscription Revenue - Marketing
2190,20250707,4003,9,CC-200,53289.51,Revenue,Subscription Revenue - Sales - APAC
2191,20250709,4003,10,CC-500,51913.82,Revenue,Subscription Revenue - Sales - EMEA
2192,20250714,4004,1,CC-100,42480.95,Revenue,Consulting Revenue - Sales
2193,20250713,4004,2,CC-100,38614.16,Revenue,Consulting Revenue - Marketing
2194,20250721,4004,9,CC-200,33824.83,Revenue,Consulting Revenue - Sales - APAC
2195,20250728,4004,10,CC-400,37957.66,Revenue,Consulting Revenue - Sales - EMEA
2196,20250724,4005,1,CC-500,31689.14,Revenue,License Revenue - Sales
2197,20250727,4005,2,CC-500,30136.98,Revenue,License Revenue - Marketing
2198,20250723,4005,9,CC-300,34559.41,Revenue,License Revenue - Sales - APAC
2199,20250726,4005,10,CC-400,31835.15,Revenue,License Revenue - Sales - EMEA
2200,20250705,4010,1,CC-200,4494.66,Revenue,Interest Income - Sales
2201,20250727,4010,2,CC-100,4080.76,Revenue,Interest Income - Marketing
2202,20250728,4010,9,CC-200,4083.64,Revenue,Interest Income - Sales - APAC
2203,20250721,4010,10,CC-400,4099.31,Revenue,Interest Income - Sales - EMEA
2204,20250707,5001,4,CC-500,122778.28,Expense,Cost of Goods Sold - Finance
2205,20250705,5001,7,CC-400,90119.24,Expense,Cost of Goods Sold - Customer Support
2206,20250724,5002,7,CC-200,32924.8,Expense,Direct Labor - Customer Support
2207,20250716,5002,1,CC-400,41079.49,Expense,Direct Labor - Sales
2208,20250719,5002,2,CC-400,30698.34,Expense,Direct Labor - Marketing
2209,20250702,5003,4,CC-400,27749.85,Expense,Manufacturing Overhead - Finance
2210,20250721,5003,5,CC-100,25205.58,Expense,Manufacturing Overhead - Human Resources
2211,20250710,6001,7,CC-500,99020.59,Expense,Salaries & Wages - Customer Support
2212,20250716,6001,10,CC-400,78221.46,Expense,Salaries & Wages - Sales - EMEA
2213,20250722,6001,8,CC-500,96512.86,Expense,Salaries & Wages - Research & Development
2214,20250708,6001,6,CC-400,111554.81,Expense,Salaries & Wages - Operations
2215,20250703,6002,1,CC-500,26279.31,Expense,Employee Benefits - Sales
2216,20250716,6002,9,CC-400,23132.06,Expense,Employee Benefits - Sales - APAC
2217,20250721,6002,10,CC-500,21592.8,Expense,Employee Benefits - Sales - EMEA
2218,20250701,6002,4,CC-400,23936.99,Expense,Employee Benefits - Finance
2219,20250708,6003,5,CC-400,32593.97,Expense,Rent & Facilities - Human Resources
2220,20250722,6003,4,CC-500,33100.79,Expense,Rent & Facilities - Finance
2221,20250714,6004,10,CC-400,5535.69,Expense,Utilities - Sales - EMEA
2222,20250726,6004,8,CC-300,5439.52,Expense,Utilities - Research & Development
2223,20250720,6004,3,CC-200,4746.86,Expense,Utilities - Engineering
2224,20250706,6005,5,CC-200,48007.02,Expense,Marketing & Advertising - Human Resources
2225,20250716,6005,2,CC-500,39590.72,Expense,Marketing & Advertising - Marketing
2226,20250718,6006,7,CC-200,13821.91,Expense,Travel & Entertainment - Customer Support
2227,20250712,6006,8,CC-100,12282.3,Expense,Travel & Entertainment - Research & Development
2228,20250702,6007,6,CC-500,15836.51,Expense,Professional Services - Operations
2229,20250714,6007,3,CC-300,15718.17,Expense,Professional Services - Engineering
2230,20250704,6007,9,CC-200,11838.23,Expense,Professional Services - Sales - APAC
2231,20250725,6008,4,CC-100,15038.38,Expense,Software & Technology - Finance
2232,20250705,6008,8,CC-300,15539.65,Expense,Software & Technology - Research & Development
2233,20250720,6008,5,CC-500,15408.4,Expense,Software & Technology - Human Resources
2234,20250715,6008,3,CC-100,14415.22,Expense,Software & Technology - Engineering
2235,20250717,6009,2,CC-100,9939.11,Expense,Depreciation - Marketing
2236,20250728,6009,10,CC-100,7411.05,Expense,Depreciation - Sales - EMEA
2237,20250706,6009,9,CC-300,7762.96,Expense,Depreciation - Sales - APAC
2238,20250721,6010,5,CC-200,6200.26,Expense,Insurance - Human Resources
2239,20250704,6010,8,CC-200,5105.67,Expense,Insurance - Research & Development
2240,20250714,6010,9,CC-400,6152.97,Expense,Insurance - Sales - APAC
2241,20250708,6010,6,CC-100,5981.51,Expense,Insurance - Operations
2242,20250723,6011,6,CC-300,2669.1,Expense,Office Supplies - Operations
2243,20250721,6011,5,CC-300,3526.2,Expense,Office Supplies - Human Resources
2244,20250725,6011,3,CC-200,3411.19,Expense,Office Supplies - Engineering
2245,20250715,6012,7,CC-400,4371.88,Expense,Training & Development - Customer Support
2246,20250726,6012,4,CC-500,5313.31,Expense,Training & Development - Finance
2247,20250715,6012,3,CC-100,4827.96,Expense,Training & Development - Engineering
2248,20250723,6012,10,CC-100,3862.05,Expense,Training & Development - Sales - EMEA
2249,20250714,7001,2,CC-200,18732.88,Expense,Income Tax - Marketing
2250,20250722,7001,10,CC-100,16079.45,Expense,Income Tax - Sales - EMEA
2251,20250719,7001,6,CC-200,22795.65,Expense,Income Tax - Operations
2252,20250710,7001,3,CC-500,16050.92,Expense,Income Tax - Engineering
2253,20250828,4001,1,CC-500,131292.76,Revenue,Product Sales - Sales
2254,20250812,4001,2,CC-300,126651.5,Revenue,Product Sales - Marketing
2255,20250817,4001,9,CC-300,114686.47,Revenue,Product Sales - Sales - APAC
2256,20250823,4001,10,CC-200,139006.34,Revenue,Product Sales - Sales - EMEA
2257,20250818,4002,1,CC-200,81307.31,Revenue,Service Revenue - Sales
2258,20250821,4002,2,CC-500,86843.42,Revenue,Service Revenue - Marketing
2259,20250826,4002,9,CC-300,82266.88,Revenue,Service Revenue - Sales - APAC
2260,20250825,4002,10,CC-400,90791.74,Revenue,Service Revenue - Sales - EMEA
2261,20250803,4003,1,CC-300,48932.54,Revenue,Subscription Revenue - Sales
2262,20250813,4003,2,CC-300,46343.92,Revenue,Subscription Revenue - Marketing
2263,20250817,4003,9,CC-200,57454.44,Revenue,Subscription Revenue - Sales - APAC
2264,20250807,4003,10,CC-300,61762.6,Revenue,Subscription Revenue - Sales - EMEA
2265,20250810,4004,1,CC-500,31497.11,Revenue,Consulting Revenue - Sales
2266,20250801,4004,2,CC-200,36109.66,Revenue,Consulting Revenue - Marketing
2267,20250819,4004,9,CC-500,30798.22,Revenue,Consulting Revenue - Sales - APAC
2268,20250824,4004,10,CC-300,33282.54,Revenue,Consulting Revenue - Sales - EMEA
2269,20250804,4005,1,CC-500,27746.68,Revenue,License Revenue - Sales
2270,20250809,4005,2,CC-300,30381.87,Revenue,License Revenue - Marketing
2271,20250804,4005,9,CC-300,29487.14,Revenue,License Revenue - Sales - APAC
2272,20250815,4005,10,CC-100,24551.01,Revenue,License Revenue - Sales - EMEA
2273,20250815,4010,1,CC-100,4213.16,Revenue,Interest Income - Sales
2274,20250826,4010,2,CC-200,4268.35,Revenue,Interest Income - Marketing
2275,20250819,4010,9,CC-500,4815.67,Revenue,Interest Income - Sales - APAC
2276,20250828,4010,10,CC-500,4773.81,Revenue,Interest Income - Sales - EMEA
2277,20250822,5001,4,CC-500,57605.52,Expense,Cost of Goods Sold - Finance
2278,20250817,5001,6,CC-400,46223.38,Expense,Cost of Goods Sold - Operations
2279,20250811,5001,5,CC-100,59130.27,Expense,Cost of Goods Sold - Human Resources
2280,20250827,5001,3,CC-200,54355.36,Expense,Cost of Goods Sold - Engineering
2281,20250803,5002,8,CC-400,41216.93,Expense,Direct Labor - Research & Development
2282,20250805,5002,2,CC-400,31802.18,Expense,Direct Labor - Marketing
2283,20250803,5002,3,CC-400,37639.05,Expense,Direct Labor - Engineering
2284,20250816,5003,9,CC-500,20678.51,Expense,Manufacturing Overhead - Sales - APAC
2285,20250823,5003,7,CC-400,18982.52,Expense,Manufacturing Overhead - Customer Support
2286,20250824,5003,10,CC-400,21103.46,Expense,Manufacturing Overhead - Sales - EMEA
2287,20250805,6001,3,CC-400,127219.94,Expense,Salaries & Wages - Engineering
2288,20250828,6001,10,CC-500,151963.23,Expense,Salaries & Wages - Sales - EMEA
2289,20250815,6001,9,CC-200,129492.02,Expense,Salaries & Wages - Sales - APAC
2290,20250820,6002,1,CC-100,39735.08,Expense,Employee Benefits - Sales
2291,20250804,6002,3,CC-100,38791.52,Expense,Employee Benefits - Engineering
2292,20250802,6002,6,CC-300,32226.37,Expense,Employee Benefits - Operations
2293,20250810,6003,3,CC-300,19740.73,Expense,Rent & Facilities - Engineering
2294,20250805,6003,2,CC-200,16407.11,Expense,Rent & Facilities - Marketing
2295,20250802,6003,6,CC-400,18373.03,Expense,Rent & Facilities - Operations
2296,20250810,6003,10,CC-300,19383.02,Expense,Rent & Facilities - Sales - EMEA
2297,20250812,6004,3,CC-500,5766.01,Expense,Utilities - Engineering
2298,20250814,6004,8,CC-100,5954.59,Expense,Utilities - Research & Development
2299,20250816,6005,10,CC-400,34803.45,Expense,Marketing & Advertising - Sales - EMEA
2300,20250805,6005,5,CC-500,34013.52,Expense,Marketing & Advertising - Human Resources
2301,20250821,6005,8,CC-500,33143.41,Expense,Marketing & Advertising - Research & Development
2302,20250803,6006,8,CC-300,11465.38,Expense,Travel & Entertainment - Research & Development
2303,20250814,6006,10,CC-500,11199.25,Expense,Travel & Entertainment - Sales - EMEA
2304,20250811,6006,3,CC-400,9548.94,Expense,Travel & Entertainment - Engineering
2305,20250823,6007,1,CC-200,8771.83,Expense,Professional Services - Sales
2306,20250818,6007,8,CC-300,8504.18,Expense,Professional Services - Research & Development
2307,20250803,6007,5,CC-500,11109.67,Expense,Professional Services - Human Resources
2308,20250818,6007,6,CC-500,9208.19,Expense,Professional Services - Operations
2309,20250804,6008,1,CC-100,13369.51,Expense,Software & Technology - Sales
2310,20250806,6008,9,CC-500,14354.57,Expense,Software & Technology - Sales - APAC
2311,20250826,6008,4,CC-300,15996.83,Expense,Software & Technology - Finance
2312,20250815,6008,7,CC-500,11911.35,Expense,Software & Technology - Customer Support
2313,20250816,6009,9,CC-100,12681.49,Expense,Depreciation - Sales - APAC
2314,20250811,6009,6,CC-100,15111.22,Expense,Depreciation - Operations
2315,20250813,6010,3,CC-300,8235.79,Expense,Insurance - Engineering
2316,20250804,6010,7,CC-100,6500.67,Expense,Insurance - Customer Support
2317,20250805,6010,1,CC-300,7320.32,Expense,Insurance - Sales
2318,20250822,6011,5,CC-400,4136.12,Expense,Office Supplies - Human Resources
2319,20250811,6011,2,CC-500,4164.85,Expense,Office Supplies - Marketing
2320,20250811,6012,1,CC-100,8272.89,Expense,Training & Development - Sales
2321,20250809,6012,10,CC-300,7712.86,Expense,Training & Development - Sales - EMEA
2322,20250819,7001,2,CC-500,23292.08,Expense,Income Tax - Marketing
2323,20250825,7001,1,CC-500,23259.51,Expense,Income Tax - Sales
2324,20250809,7001,4,CC-100,26045.98,Expense,Income Tax - Finance
2325,20250918,4001,1,CC-400,133321.36,Revenue,Product Sales - Sales
2326,20250901,4001,2,CC-400,149281.63,Revenue,Product Sales - Marketing
2327,20250901,4001,9,CC-200,149300.85,Revenue,Product Sales - Sales - APAC
2328,20250922,4001,10,CC-500,142927.98,Revenue,Product Sales - Sales - EMEA
2329,20250921,4002,1,CC-500,84127.27,Revenue,Service Revenue - Sales
2330,20250919,4002,2,CC-300,103725.66,Revenue,Service Revenue - Marketing
2331,20250928,4002,9,CC-100,92876.87,Revenue,Service Revenue - Sales - APAC
2332,20250926,4002,10,CC-200,99442.68,Revenue,Service Revenue - Sales - EMEA
2333,20250918,4003,1,CC-300,70047.44,Revenue,Subscription Revenue - Sales
2334,20250918,4003,2,CC-200,70368.03,Revenue,Subscription Revenue - Marketing
2335,20250915,4003,9,CC-500,69765.52,Revenue,Subscription Revenue - Sales - APAC
2336,20250927,4003,10,CC-400,52981.37,Revenue,Subscription Revenue - Sales - EMEA
2337,20250901,4004,1,CC-200,42433.17,Revenue,Consulting Revenue - Sales
2338,20250909,4004,2,CC-400,35546.75,Revenue,Consulting Revenue - Marketing
2339,20250912,4004,9,CC-400,42152.31,Revenue,Consulting Revenue - Sales - APAC
2340,20250919,4004,10,CC-200,45156.86,Revenue,Consulting Revenue - Sales - EMEA
2341,20250902,4005,1,CC-300,35732.12,Revenue,License Revenue - Sales
2342,20250919,4005,2,CC-500,29125.81,Revenue,License Revenue - Marketing
2343,20250913,4005,9,CC-100,28236.1,Revenue,License Revenue - Sales - APAC
2344,20250924,4005,10,CC-200,34348.6,Revenue,License Revenue - Sales - EMEA
2345,20250914,4010,1,CC-300,5205.48,Revenue,Interest Income - Sales
2346,20250926,4010,2,CC-500,4674.72,Revenue,Interest Income - Marketing
2347,20250921,4010,9,CC-300,4839.73,Revenue,Interest Income - Sales - APAC
2348,20250909,4010,10,CC-400,4752.29,Revenue,Interest Income - Sales - EMEA
2349,20250911,5001,6,CC-500,95498.95,Expense,Cost of Goods Sold - Operations
2350,20250921,5001,10,CC-200,87085.78,Expense,Cost of Goods Sold - Sales - EMEA
2351,20250922,5002,10,CC-100,45697.57,Expense,Direct Labor - Sales - EMEA
2352,20250923,5002,8,CC-500,49556.62,Expense,Direct Labor - Research & Development
2353,20250918,5003,8,CC-100,15534.29,Expense,Manufacturing Overhead - Research & Development
2354,20250922,5003,7,CC-400,10967.12,Expense,Manufacturing Overhead - Customer Support
2355,20250927,5003,2,CC-400,11466.44,Expense,Manufacturing Overhead - Marketing
2356,20250906,5003,9,CC-400,14047.08,Expense,Manufacturing Overhead - Sales - APAC
2357,20250901,6001,1,CC-400,112751.92,Expense,Salaries & Wages - Sales
2358,20250925,6001,2,CC-100,85306.4,Expense,Salaries & Wages - Marketing
2359,20250907,6001,8,CC-300,87595.56,Expense,Salaries & Wages - Research & Development
2360,20250921,6001,3,CC-500,80254.71,Expense,Salaries & Wages - Engineering
2361,20250909,6002,4,CC-100,40355.23,Expense,Employee Benefits - Finance
2362,20250907,6002,10,CC-500,33902.6,Expense,Employee Benefits - Sales - EMEA
2363,20250904,6002,8,CC-400,27297.04,Expense,Employee Benefits - Research & Development
2364,20250922,6003,10,CC-200,19100.2,Expense,Rent & Facilities - Sales - EMEA
2365,20250919,6003,9,CC-500,24101.57,Expense,Rent & Facilities - Sales - APAC
2366,20250905,6003,8,CC-500,19144.65,Expense,Rent & Facilities - Research & Development
